"","sample_name","sample_year","site","plot","canopy_position","leaf_deltaN15","leaf_fiber_percent","leaf_lignin_percent","leaf_cellulose_percent","leafN","leafC","c2n_leaf","LMA","species_scientific","species_common","family","plant_type","succession","PFT","species_code","instrument","sample_id","project","pine_needle_oldnew","spruce_needle_age","leaf_water_content","comments"
"942","MN05_POTR_B",2008,"MN","MN05","B",NA,NA,NA,NA,2.879,50.728,17.621,64.57870721,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_MN05_POTR_B_2008","FFT",NA,NA,106.09359,NA
"943","MN05_POTR_M",2008,"MN","MN05","M",NA,NA,NA,NA,3.049,50.654,16.612,68.45762307,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_MN05_POTR_M_2008","FFT",NA,NA,91.20694,NA
"944","MN05_POTR_T",2008,"MN","MN05","T",NA,NA,NA,NA,3.047,51.145,16.787,91.10210481,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_MN05_POTR_T_2008","FFT",NA,NA,117.73034,NA
"945","MN06_ABBA_B2",2008,"MN","MN06","B",NA,38.22941647,22.24220624,15.98721023,1.172,51.33,43.798,158.3686441,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN06_ABBA_B2_2008","FFT",NA,"2",207.62712,NA
"946","MN06_ABBA_B3",2008,"MN","MN06","B",NA,29.17332268,17.01277955,12.16054313,1.099,50.896,46.306,199.7855959,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN06_ABBA_B3_2008","FFT",NA,"3",244.61553,NA
"947","MN06_ABBA_BN",2008,"MN","MN06","B",-0.926420443,39.41211758,21.93561288,17.4765047,1.452,50.385,34.704,103.2519541,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN06_ABBA_BN_2008","FFT",NA,"N",205.05645,NA
"948","MN06_ABBA_T2",2008,"MN","MN06","T",NA,38.981268495,23.37878947,15.602479025,1.2245,50.917,41.597,187.5,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN06_ABBA_T2_2008","FFT",NA,"2",234.57792,NA
"949","MN06_ABBA_T3",2008,"MN","MN06","T",-1.1892306715,36.84105431,21.46565495,15.37539936,1.11,51.606,46.5235,204.2757723,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN06_ABBA_T3_2008","FFT",NA,"3",242.82782,NA
"950","MN06_ABBA_TN",2008,"MN","MN06","T",NA,41.30737637,24.1769479466667,17.1304284233333,1.42,50.992,36.135,145.8166203,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN06_ABBA_TN_2008","FFT",NA,"N",245.85909,NA
"951","MN06_ACSP_T",2008,"MN","MN06","T",-3.645956531,19.86117696,7.730815348,12.13036161,2.184,45.665,20.906,41.03817856,"Acer spicatum","mountain maple","Aceraceae","broadleaf","mid","mid hardwood","ACSP2","ASD FieldSpec 3","FFT_MN06_ACSP_T_2008","FFT",NA,NA,80.62917,NA
"952","MN06_ALIN_T",2008,"MN","MN06","T",-0.915868504,36.43527577,25.87211673,10.56315904,3.466,48.833,14.0895,51.27188051,"Alnus incana","gray alder","Betulaceae","broadleaf","early","early hardwood","ALIN2","ASD FieldSpec 3","FFT_MN06_ALIN_T_2008","FFT",NA,NA,85.7977,NA
"953","MN06_FRNI_B",2008,"MN","MN06","B",0.8355729805,41.86975629,27.14742309,14.7223332,3.261,44.9035,13.7685,39.07413475,"Fraxinus nigra","black ash","Oleaceae","broadleaf","mid","mid hardwood","FRNI","ASD FieldSpec 3","FFT_MN06_FRNI_B_2008","FFT",NA,NA,89.62242,NA
"954","MN06_FRNI_M",2008,"MN","MN06","M",0.5675400535,25.86965214,15.6337465,10.23590564,2.818,48.086,17.066,51.68393288,"Fraxinus nigra","black ash","Oleaceae","broadleaf","mid","mid hardwood","FRNI","ASD FieldSpec 3","FFT_MN06_FRNI_M_2008","FFT",NA,NA,105.46458,NA
"955","MN06_FRNI_T",2008,"MN","MN06","T",0.461030279,29.19664269,16.94644285,12.25019984,2.7955,47.375,16.943,78.20733049,"Fraxinus nigra","black ash","Oleaceae","broadleaf","mid","mid hardwood","FRNI","ASD FieldSpec 3","FFT_MN06_FRNI_T_2008","FFT",NA,NA,125.38333,NA
"956","MN07_ABBA_B2",2008,"MN","MN07","B",NA,34.92,21.48,13.44,1.099,50.633,46.09,136.0735078,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN07_ABBA_B2_2008","FFT",NA,"2",152.90734,NA
"957","MN07_ABBA_B3",2008,"MN","MN07","B",-2.0928746145,38.94547633,23.64689435,15.29858199,0.999,51.743,51.808,145.3171547,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN07_ABBA_B3_2008","FFT",NA,"3",163.4818,NA
"958","MN07_ABBA_BN",2008,"MN","MN07","B",-2.436835846,39.06093906,21.87812188,17.18281718,1.21,51.781,42.803,110.7512953,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN07_ABBA_BN_2008","FFT",NA,"N",178.10881,NA
"959","MN07_ABBA_T2",2008,"MN","MN07","T",-4.5983445795,33.30003995,20.29564523,13.00439473,1.087,50.228,46.207,191.7680075,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN07_ABBA_T2_2008","FFT",NA,"2",197.02993,NA
"960","MN07_ABBA_T3",2008,"MN","MN07","T",-5.492461548,33.2735837,19.64481822,13.62876548,1.05,52.932,50.39,204.0323554,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN07_ABBA_T3_2008","FFT",NA,"3",189.54485,NA
"961","MN07_ABBA_TN",2008,"MN","MN07","T",-4.7903951285,34.35190733,18.63391252,15.71799481,1.124,49.879,44.378,145.6847799,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA","ASD FieldSpec 3","FFT_MN07_ABBA_TN_2008","FFT",NA,"N",202.23752,NA
"962","MN07_ALIN_T",2008,"MN","MN07","T",-0.9005347225,40.60471398,28.99089093,11.61382305,2.865,50.1775,17.5125,63.67636773,"Alnus incana","gray alder","Betulaceae","broadleaf","early","early hardwood","ALIN2","ASD FieldSpec 3","FFT_MN07_ALIN_T_2008","FFT",NA,NA,92.93028,NA
"963","MN07_THOC_B2",2008,"MN","MN07","B",-4.764782863,37.76978417,22.46203038,15.3077538,0.8045,47.749,59.406,173.8989111,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_B2_2008","FFT",NA,"2",240.93938,NA
"964","MN07_THOC_B3",2008,"MN","MN07","B",-5.020793875,37.26782504,22.22887957,15.03894548,0.699,47.968,68.623,201.0097233,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_B3_2008","FFT",NA,"3",246.82124,NA
"965","MN07_THOC_BN",2008,"MN","MN07","B",-4.7228261865,38.42,22.94,15.48,0.807,46.84,58.069,164.9975736,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_BN_2008","FFT",NA,"N",284.55464,NA
"966","MN07_THOC_M2",2008,"MN","MN07","M",-6.083716587,36.04233227,21.42571885,14.61661342,0.881,47.875,54.36,182.9718164,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_M2_2008","FFT",NA,"2",235.60081,NA
"967","MN07_THOC_M3",2008,"MN","MN07","M",-4.706197533,37.9020979,23.41658342,14.48551449,0.869,49.426,56.863,194.09844,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_M3_2008","FFT",NA,"3",276.93796,NA
"968","MN07_THOC_MN",2008,"MN","MN07","M",-4.5309144925,37.73208225,21.78079457,15.95128768,0.906,47.705,52.631,197.7750309,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_MN_2008","FFT",NA,"N",360.15283,NA
"969","MN07_THOC_T2",2008,"MN","MN07","T",-4.657049411,36.02236422,22.58386581,13.4384984,0.839,49.2036666666667,58.6513333333333,218.3293948,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_T2_2008","FFT",NA,"2",334.94298,NA
"970","MN07_THOC_T3",2008,"MN","MN07","T",-4.72523308,35.43873676,22.26664002,13.17209674,0.802,48.431,60.364,274.0599108,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_T3_2008","FFT",NA,"3",359.64673,NA
"971","MN07_THOC_TN",2008,"MN","MN07","T",-4.627632344,38.27703378,23.80571657,14.47131721,0.9055,48.974,54.128,199.5820272,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN07_THOC_TN_2008","FFT",NA,"N",322.88401,NA
"972","MN08_LALA_MN",2008,"MN","MN08","M",NA,NA,NA,NA,2.33,50.087,21.5,83.09788931,"Larix laricina","tamarack","Pinaceae","conifer","late","late conifer","LALA","ASD FieldSpec 3","FFT_MN08_LALA_MN_2008","FFT",NA,"N",156.22403,NA
"973","MN08_LALA_TN",2008,"MN","MN08","T",-2.5871237615,51.78678379,31.36354562,20.42323817,2.082,49.883,23.962,109.0743827,"Larix laricina","tamarack","Pinaceae","conifer","late","late conifer","LALA","ASD FieldSpec 3","FFT_MN08_LALA_TN_2008","FFT",NA,"N",166.64142,NA
"974","MN08_PIMA_B2",2008,"MN","MN08","B",-5.2647422485,44.5954046,24.67532468,19.92007992,0.933,48.6,52.063,182.3949247,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_B2_2008","FFT",NA,"2",214.11578,NA
"975","MN08_PIMA_B3",2008,"MN","MN08","B",-5.1620288265,43.41395163,23.68578853,19.7281631,1.002,49.205,49.117,214.517336,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_B3_2008","FFT",NA,"3",234.47244,NA
"976","MN08_PIMA_BN",2008,"MN","MN08","B",-4.689714099,52.25729125,25.70914902,26.54814223,1.119,48.803,43.611,125.5783212,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_BN_2008","FFT",NA,"N",277.59418,NA
"977","MN08_PIMA_M2",2008,"MN","MN08","M",-5.811089937,44.15817855,24.60555223,19.55262632,0.952,49.376,51.845,238.9622212,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_M2_2008","FFT",NA,"2",286.75467,NA
"978","MN08_PIMA_M3",2008,"MN","MN08","M",-6.119168092,44.61323206,26.50409754,18.10913452,1.062,49.551,46.665,250.9803922,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_M3_2008","FFT",NA,"3",288.23529,NA
"979","MN08_PIMA_MN",2008,"MN","MN08","M",-5.5839704465,50.62937063,25.45454545,25.17482517,0.883,49.179,55.709,178.6393006,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_MN_2008","FFT",NA,"N",343.97567,NA
"980","MN08_PIMA_T2",2008,"MN","MN08","T",-5.3409219055,43.41658342,23.87612388,19.54045954,1.0315,49.987,48.4465,210.8194113,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_T2_2008","FFT",NA,"2",258.55211,NA
"981","MN08_PIMA_T3",2008,"MN","MN08","T",-5.3360589135,46.98,27.12,19.86,1.007,50.24,49.911,245.6839309,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_T3_2008","FFT",NA,"3",272.24436,NA
"982","MN08_PIMA_TN",2008,"MN","MN08","T",-5.086114282,52.10873476,27.32360584,24.78512892,0.969,49.148,50.719,173.7588652,"Picea mariana","black spruce","Pinaceae","conifer","mid","mid conifer","PIMA","ASD FieldSpec 3","FFT_MN08_PIMA_TN_2008","FFT",NA,"N",306.73759,NA
"983","MN09_ABBA_B2",2008,"MN","MN09","B",NA,NA,NA,NA,1.545,52.546,34.004,NA,"Abies balsamea","balsam fir","Pinaceae","conifer","mid","mid conifer","ABBA",NA,NA,"FFT",NA,"2",NA,NA
"984","MN09_ACSM_B",2008,"MN","MN09","B",NA,NA,NA,NA,3.012,48.265,16.022,23.67189645,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_MN09_ACSM_B_2008","FFT",NA,NA,47.03368,NA
"985","MN09_ACSM_M",2008,"MN","MN09","M",NA,NA,NA,NA,3.342,48.1875,14.426,42.87774553,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_MN09_ACSM_M_2008","FFT",NA,NA,71.81236,NA
"986","MN09_ACSM_T",2008,"MN","MN09","T",NA,NA,NA,NA,2.292,49.2656666666667,21.6193333333333,65.95052372,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_MN09_ACSM_T_2008","FFT",NA,NA,77.3213,NA
"987","MN09_BEAL_B",2008,"MN","MN09","B",NA,NA,NA,NA,3.64166666666667,47.8863333333333,13.156,20.98425755,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_MN09_BEAL_B_2008","FFT",NA,NA,66.67412,NA
"988","MN09_BEAL_M",2008,"MN","MN09","M",NA,NA,NA,NA,3.597,48.475,13.4805,48.53886597,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_MN09_BEAL_M_2008","FFT",NA,NA,93.93267,NA
"989","MN09_BEAL_T",2008,"MN","MN09","T",NA,NA,NA,NA,3.315,50.163,15.1395,63.21584488,"Betula alleghaniensis","yellow birch","Betulaceae","broadleaf","early","early hardwood","BEAL2","ASD FieldSpec 3","FFT_MN09_BEAL_T_2008","FFT",NA,NA,98.96477,NA
"990","MN09_THOC_B2",2008,"MN","MN09","B",NA,NA,NA,NA,1.574,50.27,31.93,135.2465776,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_B2_2008","FFT",NA,"2",281.62626,NA
"991","MN09_THOC_B3",2008,"MN","MN09","B",NA,NA,NA,NA,1.286,49.522,38.515,187.6496464,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_B3_2008","FFT",NA,"3",344.11716,NA
"992","MN09_THOC_BN",2008,"MN","MN09","B",NA,NA,NA,NA,1.895,49.952,26.365,118.1810397,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_BN_2008","FFT",NA,"N",297.59356,NA
"993","MN09_THOC_M2",2008,"MN","MN09","M",NA,NA,NA,NA,1.233,49.812,40.386,210.411754,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_M2_2008","FFT",NA,"2",281.75827,NA
"994","MN09_THOC_M3",2008,"MN","MN09","M",NA,NA,NA,NA,1.189,50.818,42.733,231.947718,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_M3_2008","FFT",NA,"3",301.04993,NA
"995","MN09_THOC_MN",2008,"MN","MN09","M",NA,NA,NA,NA,1.4,50.398,35.994,179.0353819,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_MN_2008","FFT",NA,"N",310.35949,NA
"996","MN09_THOC_T2",2008,"MN","MN09","T",NA,NA,NA,NA,NA,NA,NA,226.6730631,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_T2_2008","FFT",NA,"2",341.20892,NA
"997","MN09_THOC_T3",2008,"MN","MN09","T",NA,NA,NA,NA,1.221,51.925,42.542,212.2252441,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_T3_2008","FFT",NA,"3",341.52214,NA
"998","MN09_THOC_TN",2008,"MN","MN09","T",NA,NA,NA,NA,1.521,51.382,33.787,175.4200011,"Thuja occidentalis","Northern white cedar","Cupressaceae","conifer","late","late conifer","THOC2","ASD FieldSpec 3","FFT_MN09_THOC_TN_2008","FFT",NA,"N",347.66018,NA
"999","MW35_ANGE_B",2009,"MW","MW35","B",NA,NA,NA,NA,NA,NA,NA,56.20290483,"Andropogon gerardii","big bluestem","Poaceae","grass","grass","grass","ANGE",NA,NA,"FFT",NA,NA,94.56896,NA
"1000","MW35_ANGE_T",2009,"MW","MW35","T",NA,NA,NA,NA,NA,NA,NA,223.0504263,"Andropogon gerardii","big bluestem","Poaceae","grass","grass","grass","ANGE",NA,NA,"FFT",NA,NA,288.3925,NA
"1001","MW42_ANGE_B",2009,"MW","MW42","B",NA,NA,NA,NA,NA,NA,NA,57.74639195,"Andropogon gerardii","big bluestem","Poaceae","grass","grass","grass","ANGE","ASD FieldSpec 3","FFT_MW42_ANGE_B_2009","FFT",NA,NA,100.94598,NA
"1002","MW42_ANGE_T",2009,"MW","MW42","T",NA,NA,NA,NA,NA,NA,NA,203.7813826,"Andropogon gerardii","big bluestem","Poaceae","grass","grass","grass","ANGE","ASD FieldSpec 3","FFT_MW42_ANGE_T_2009","FFT",NA,NA,375.18628,NA
"1003","MW43_CAREX_T",2009,"MW","MW43","T",NA,NA,NA,NA,NA,NA,NA,51.08359465,"Carex","sedge","Cyperaceae","grass","grass","grass","?CAREX","ASD FieldSpec 3","FFT_MW43_CAREX_T_2009","FFT",NA,NA,76.0888,NA
"1004","MW46_TYLA_T",2009,"MW","MW46","T",NA,NA,NA,NA,NA,NA,NA,129.1337648,"Typha latifolia","broadleaf cattail","Typhaceae","grass","grass","grass","TYLA","ASD FieldSpec 3","FFT_MW46_TYLA_T_2009","FFT",NA,NA,436.08621,NA
"1005","MW47_TYLA_T",2009,"MW","MW47","T",NA,NA,NA,NA,NA,NA,NA,133.8370531,"Typha latifolia","broadleaf cattail","Typhaceae","grass","grass","grass","TYLA","ASD FieldSpec 3","FFT_MW47_TYLA_T_2009","FFT",NA,NA,283.98255,NA
"1006","NC01_ACRU_B",2008,"NC","NC01","B",NA,NA,NA,NA,NA,NA,NA,37.26162353,"Acer rubrum","Red maple","Aceraceae","broadleaf","late","late hardwood","ACRU","ASD FieldSpec 3","FFT_NC01_ACRU_B_2008","FFT",NA,NA,47.43332,NA
"1007","NC01_ACRU_M",2008,"NC","NC01","M",NA,NA,NA,NA,2.102,50.18,23.876,51.55366804,"Acer rubrum","Red maple","Aceraceae","broadleaf","late","late hardwood","ACRU","ASD FieldSpec 3","FFT_NC01_ACRU_M_2008","FFT",NA,NA,53.5365,NA
"1008","NC01_ACRU_T",2008,"NC","NC01","T",NA,NA,NA,NA,1.92,50.929,26.527,69.3336059,"Acer rubrum","Red maple","Aceraceae","broadleaf","late","late hardwood","ACRU","ASD FieldSpec 3","FFT_NC01_ACRU_T_2008","FFT",NA,NA,82.20392,NA
"1009","NC01_ACSM_B",2008,"NC","NC01","B",NA,NA,NA,NA,NA,NA,NA,32.07198237,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_NC01_ACSM_B_2008","FFT",NA,NA,47.84849,NA
"1010","NC01_ACSM_M",2008,"NC","NC01","M",NA,NA,NA,NA,NA,NA,NA,42.77290997,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_NC01_ACSM_M_2008","FFT",NA,NA,60.80463,NA
"1011","NC01_ACSM_T",2008,"NC","NC01","T",NA,NA,NA,NA,NA,NA,NA,57.7108875,"Acer saccharum","Sugar maple","Aceraceae","broadleaf","late","late hardwood","ACSA3","ASD FieldSpec 3","FFT_NC01_ACSM_T_2008","FFT",NA,NA,66.89454,NA
"1012","NC01_FRAM_B",2008,"NC","NC01","B",NA,NA,NA,NA,NA,NA,NA,65.62706285,"Fraxinus americana","white ash","Oleaceae","broadleaf","mid","mid hardwood","FRAM2","ASD FieldSpec 3","FFT_NC01_FRAM_B_2008","FFT",NA,NA,25.26537,NA
"1013","NC01_FRAM_M",2008,"NC","NC01","M",NA,NA,NA,NA,2.581,47.608,18.447,57.76439557,"Fraxinus americana","white ash","Oleaceae","broadleaf","mid","mid hardwood","FRAM2","ASD FieldSpec 3","FFT_NC01_FRAM_M_2008","FFT",NA,NA,83.1346,NA
"1014","NC01_FRAM_T",2008,"NC","NC01","T",NA,NA,NA,NA,NA,NA,NA,25.9482058,"Fraxinus americana","white ash","Oleaceae","broadleaf","mid","mid hardwood","FRAM2","ASD FieldSpec 3","FFT_NC01_FRAM_T_2008","FFT",NA,NA,62.27569,NA
"1015","NC01_POTR_M",2008,"NC","NC01","M",NA,NA,NA,NA,NA,NA,NA,67.88050638,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_NC01_POTR_M_2008","FFT",NA,NA,88.32769,NA
"1016","NC01_POTR_T",2008,"NC","NC01","T",NA,NA,NA,NA,NA,NA,NA,74.30407215,"Populus tremuloides","quaking aspen","Salicaceae","broadleaf","early","early hardwood","POTR5","ASD FieldSpec 3","FFT_NC01_POTR_T_2008","FFT",NA,NA,102.79426,NA
